ans_id,ans_str,query_str,query_id
201,"Audit and Progress Reports . Yearly Audit Report. 30. The Host Institution is required to submit a Yearly Audit Report of the preceding financial year ending 31 March, by 30 September of each year. 31. The Yearly Audit Report must be prepared by each Institution’s internal or external auditors and certified by the director of research and chief financial officer (or an authorised nominee). . 32. The Yearly Audit Report should confirm that the Host Institution’s requisitions are made in accordance with the Terms and Conditions of a Competitive Grant, and Guidelines.","We were recently informed that as part of the guidelines for the CRP grants, the host institution is only required to engage an auditor that covers at least 85% of the value of the reimbursement claims, as opposed to a strict requirement that the audit should require 100% coverage of the value claimed.

Can I check if there is a reason for this? AISG is citing this as an example to push back on our requirement for them to conduct a 100% audit.

Thanks!
",208
201,"Audit and Progress Reports . Yearly Audit Report. 30. The Host Institution is required to submit a Yearly Audit Report of the preceding financial year ending 31 March, by 30 September of each year. 31. The Yearly Audit Report must be prepared by each Institution’s internal or external auditors and certified by the director of research and chief financial officer (or an authorised nominee). . 32. The Yearly Audit Report should confirm that the Host Institution’s requisitions are made in accordance with the Terms and Conditions of a Competitive Grant, and Guidelines.","Gd morning Ching Yi ,
 
Could I confirm whether NRF needs NTU In-kind to be audited as well as in the master agreement , it states in section 14.5 
",209
201,"Audit and Progress Reports . Yearly Audit Report. 30. The Host Institution is required to submit a Yearly Audit Report of the preceding financial year ending 31 March, by 30 September of each year. 31. The Yearly Audit Report must be prepared by each Institution’s internal or external auditors and certified by the director of research and chief financial officer (or an authorised nominee). . 32. The Yearly Audit Report should confirm that the Host Institution’s requisitions are made in accordance with the Terms and Conditions of a Competitive Grant, and Guidelines.","The following 2 NSFC projects in NUS have commenced near the end of FY2018 and have minimal transactions. Hence, we would like to request for a waiver of FY2018 audit and combine with FY2019 audit for cost-efficiency purposes.

For your kind consideration please.

Thank you.
",210
201,"Audit and Progress Reports . Yearly Audit Report. 30. The Host Institution is required to submit a Yearly Audit Report of the preceding financial year ending 31 March, by 30 September of each year. 31. The Yearly Audit Report must be prepared by each Institution’s internal or external auditors and certified by the director of research and chief financial officer (or an authorised nominee). . 32. The Yearly Audit Report should confirm that the Host Institution’s requisitions are made in accordance with the Terms and Conditions of a Competitive Grant, and Guidelines.","Can I check what type of financial status report would your end require?

Would the SAP report on the project current available fund be sufficient?
",213
201,"Audit and Progress Reports . Yearly Audit Report. 30. The Host Institution is required to submit a Yearly Audit Report of the preceding financial year ending 31 March, by 30 September of each year. 31. The Yearly Audit Report must be prepared by each Institution’s internal or external auditors and certified by the director of research and chief financial officer (or an authorised nominee). . 32. The Yearly Audit Report should confirm that the Host Institution’s requisitions are made in accordance with the Terms and Conditions of a Competitive Grant, and Guidelines.","Would like to get your advise for the following item , 
 
1.       I have contacted the auditor for our upcoming audit . 
As in the master agreement , it states in section 14.5 
NTU shall also submit to NRF within four (4) months following the end of each NRF Fiscal Year and the Termination Date, an independently audited financial statement ( each , an Ã?â?? Audited Financial StatementÃ?â?? ) and an unaudited reconciliation of the total amount of the Grant and Co-funding received and expended by the Programme for such NRF Fiscal Year and the period from the Commencement Date up to the end of such NRF Fiscal Year or the Termination Date ( as the case may be ) , together with a certification by SMRT that the value of SMRTÃ?â??s in-kind contributions as set out in the independently audited financial statement is true and correct.
 
-          Would like to confirm whether NRF would only like the auditor to audit SMRTÃ?â??s in-kind contribution ?
-          The report which will be submitted to NRF will consist of the total amount of the Grant and Co-funding received ( NRF portion ? )  and expended by the programme and the auditorÃ?â??s report ( SMRTÃ?â??s in-kind contribution ) ?
 
",214
201,"Audit and Progress Reports . Yearly Audit Report. 30. The Host Institution is required to submit a Yearly Audit Report of the preceding financial year ending 31 March, by 30 September of each year. 31. The Yearly Audit Report must be prepared by each Institution’s internal or external auditors and certified by the director of research and chief financial officer (or an authorised nominee). . 32. The Yearly Audit Report should confirm that the Host Institution’s requisitions are made in accordance with the Terms and Conditions of a Competitive Grant, and Guidelines.","Request for extension for Progress/Audit Report

As spoken earlier via the phone conversation, we would like to request for an extension to the submission deadline for the following:

1. 6 monthly Progress Reports / Expenditure Reports/ Funds Drawndown Forms for the period 01 October 2018 to 31 March 2019
Reason: Due to some internal administrative delay and arrangement of work flow, we are requesting to submit the above reports on 1st August 2019.


2. External Audit Report for the period 01 April 2018 to 31 March 2019
Reason: Due to the delay of submitting the above expenditure reports and difficulty in getting an external auditor to perform the audit check on the lab, we are requesting to submit the audit report latest by 30th November 2019.

For your consideration and acknowledgement.
",277
202,Audit and Progress Reports . Yearly Progress Report. 33. The Host Institution is required to submit a Yearly Progress Report within 2 months from the end of the Financial Year (by 31 May). The requirement to submit a Yearly Progress Report is waived if the project start date is less than 3 months from the end of the FY. 34. Investigators may be required to give additional information about the progress of any grant if the information submitted is deemed to be inadequate.,"I donÃ?â??t think we have sent you the annual progress report yet.
 
Let me check on this. Can you advise me on the deadline, please?
",211
202,Audit and Progress Reports . Yearly Progress Report. 33. The Host Institution is required to submit a Yearly Progress Report within 2 months from the end of the Financial Year (by 31 May). The requirement to submit a Yearly Progress Report is waived if the project start date is less than 3 months from the end of the FY. 34. Investigators may be required to give additional information about the progress of any grant if the information submitted is deemed to be inadequate.,"Any new format to be used for this yearÃ?â??s annual progress report submission? If not, we will use the same format as last yearÃ?â??s submission.
 
We will target to send you the report by next week. Thank you.
",212
202,Audit and Progress Reports . Yearly Progress Report. 33. The Host Institution is required to submit a Yearly Progress Report within 2 months from the end of the Financial Year (by 31 May). The requirement to submit a Yearly Progress Report is waived if the project start date is less than 3 months from the end of the FY. 34. Investigators may be required to give additional information about the progress of any grant if the information submitted is deemed to be inadequate.,Delta-NTU Corp lab would like to seek for an extension on the submission of this quarter technical report. We are still consolidating the details with track PIs. Please give us until next Wednesday to submit the report to you.,269
202,Audit and Progress Reports . Yearly Progress Report. 33. The Host Institution is required to submit a Yearly Progress Report within 2 months from the end of the Financial Year (by 31 May). The requirement to submit a Yearly Progress Report is waived if the project start date is less than 3 months from the end of the FY. 34. Investigators may be required to give additional information about the progress of any grant if the information submitted is deemed to be inadequate.,"Request for extension for Progress/Audit Report

As spoken earlier via the phone conversation, we would like to request for an extension to the submission deadline for the following:

1. 6 monthly Progress Reports / Expenditure Reports/ Funds Drawndown Forms for the period 01 October 2018 to 31 March 2019
Reason: Due to some internal administrative delay and arrangement of work flow, we are requesting to submit the above reports on 1st August 2019.


2. External Audit Report for the period 01 April 2018 to 31 March 2019
Reason: Due to the delay of submitting the above expenditure reports and difficulty in getting an external auditor to perform the audit check on the lab, we are requesting to submit the audit report latest by 30th November 2019.

For your consideration and acknowledgement.
",277
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"Reference is made to the following project: 

Project Ref.: NRF2018NRF-NSFC003SB-009
Project Title: Synthetic biology via engineering enzymes and cascade reactions: efficient production of valuable hydroxy fatty acids and lactones from fatty acids 
NUS PI: Associate Professor Li Zhi, Department of Chemical and Biomolecular Engineering, FOE
Duration: 3 years (1 Jan 2019 Ã?â?? 31 Dec 2021)
We have received requests from the PI as follows:

1. To extend the duration to submit the fully executed RCA till 30 April 2019. 


Please note that NUS has approved request 2. Please let us know if NRF is agreeable by 21 March 2019. We would convey the outcome after 21 March 2019. 

For request 1, we would like to seek NRFÃ?â??s consideration and approval. 

Thank you very much.
",215
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"As spoken, Asst Prof Wu Kan would like to request to extend his project (SMA-RP1) by another month.
 
The attached Change Request Form is forwarded for your necessary action, please.
 
",252
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"Is there a template for extension of current projects ? 
Is the project agreement template revised ? Any new templates to follow ?

For new projects , how can we submit ? Need Steering Committee to approve also right ? Have to do it during Steering Committee Meeting ?
",253
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"As discussed during the Steering Committee meeting on 14th March this year, here are the details and justifications pertaining to the various projects that are requesting for project extension, changes to the project budget, project budget virement and variation.

IÃ?â??ve also included details pertaining to the FY19 budget request which includes the amount to carry-over from FY18.

Do let me know if any further clarification is required.

For your approval, please

Thank you.
",254
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"We would like to seek NRF approval to change the CUDO extension project scope.  Please see enclosed change request form for more detail.  Do not hesitate to contact us if you need any clarification.

Hope to hear favourable response from NRF soon.  Thank you.
",257
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"Good morning.
 
Seongwoo would like to seek for an extension for his IIP project, reference no. NRF2015-IIP002-0001. Could you please let me know if there is any template he should use for the request? If no, what information should be included in his request, for NRFÃ?â??s consideration?
 
Also, could we know if there is a deadline in which we must stop, utilizing the equipment budget?
",262
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"We have come out with a template for the extension request, please see if this is acceptable?
 
Also, kindly advise on the equipment query.
 
Thanks and look forward to your soonest reply.
",263
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"

PI for Sub-theme 1.2A would like to request an extension deadline for another month. Refer to email below: 
",274
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,Corp lab extension request,282
203,Grant Extension. 27. Request for grant extension should be made before the last 6 months of the original end of the Term. The PI must ensure sufficient funds in each vote to support the extension request. Any variation requests necessary to meet the extension period must be made known as part of the extension request. 28. A one-off project extension should not be more than a total of 6 months. An extension beyond 6 months will require compelling justification. No additional funds should be given for any extensions.,"The team has previously requested for an extension of 12 months for this project till 31 Dec 2019.

We would like to seek NRFâ??s advise if the team is able to request for a 2nd project extension of 12 months without additional budget. 

Please refer to the following for the justifications of the project extension: 

â?¢ The project has started in a short delay due to recruitment difficulties and the prolonged process due to the quota restrictions imposed by MOM (Singapore) on S passes. The previous project extension enabled many of the key deliverables to be met. However, the  senior researchers have progressively left to join the local industry and university since the mid of 2018.
â?¢ The team has been extensively recruiting researchers. However, this process is slow. Initially, the team had difficulty in identifying candidates with the right expertise. They have since managed to recruit a few suitable researchers, but the hiring process is taking time due to the quota restrictions imposed by MOM (Singapore) on S passes.
â?¢ As part of the implementation process, a test bed was agreed to be installed at National Cybersecurity Lab (NCL).The team had initially scheduled to complete the testing at NCL in two stages by 2019. The first stage will mainly focus on large scale tests done by BGU, and will include NTUâ??s integrated parts in the second stage. However, due to the manpower issues mentioned above, the progress for the integration is delayed. Therefore, an extension of the project by another year will provide the team more time to perform the integration and testing. They have also plan to develop additional benchmarks for the final testing.
â?¢ Note that BGU is fully supporting the extension of the project to 4 years. BGU agrees on the new updated project plan and the updated deliverablesâ?? due date.

In view that the projectâ??s end date is on 31 Dec 2019 and grant extension should be made before the last 6 months of end term, we would greatly appreciate if you can advise at your earliest convenience so that we can prepare the team to submit the Project Revision Form to NRF.

Thank you and we look forward to your reply on this request.
",293
204,Research Scholarship. General policy;; Not allowable unless specifically provided for in the grant and approved by the Grantor. Postgraduate stipend must align with the prevailing rates set by the Ministry of Education. Postgraduate stipend and tuition support will not attract indirect costs. . Undergraduate stipend and tuition support;; Not allowable.,"Would like to check with NRF on the following matters:
1) Is the funding under Delta-NTU Corporate Lab able to fund postgraduate tuition fee funding (ie: 2 year Masters programme)? This is different from Ã?â??Undergraduate stipend and tuition supportÃ?â?? which I understand, is not allowable.
",218
204,Research Scholarship. General policy;; Not allowable unless specifically provided for in the grant and approved by the Grantor. Postgraduate stipend must align with the prevailing rates set by the Ministry of Education. Postgraduate stipend and tuition support will not attract indirect costs. . Undergraduate stipend and tuition support;; Not allowable.,"Corp Lab cannot hire Student Assistants/Interns who are recipients of existing awards (or stipends). However, if the student has signed a service obligation scheme to work in Singapore for 3 years after graduation to reduce his tuition fee, please advise if that would be considered as awards/stipends received. ",280
204,Research Scholarship. General policy;; Not allowable unless specifically provided for in the grant and approved by the Grantor. Postgraduate stipend must align with the prevailing rates set by the Ministry of Education. Postgraduate stipend and tuition support will not attract indirect costs. . Undergraduate stipend and tuition support;; Not allowable.,"We have some queries regarding the project: NRF2018NCR-NCR002-0001

Our Co-Ps, Prof Anupam Chattopadhyay and Prof Avi Mendelson would like to transfer 2 of the existing PhD students to this project.
                                                                         
May we have your clarifications on our queries below:

1) The first year of the 2 PhD students are funded by other project. In this case, the PIs would like to use the fund of $214,080 over the period of 3 years instead of 4 years. Do they need to raise a virement request for this since the changes are the breakdown no of units and cost per unit with no change in overall total cost in each line item? 
2) Is there any restriction for the reimbursement of RSS(Subsidised vs non- subsidised tuition)?  The PhD students did not to take up Service Obligation (SO) hence they are paying non-subsidised tuition fees. Would the RSS be able to utilize for non-subsidised tuition fees? 
",297
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","
2) Virement of funds between votes if it exceeds 10% of the original total project direct cost value require GrantorÃ?â??s approval
 -- Does this refer to the individual project direct cost value or the overall funding to Delta-NTU as per LOA?

",219
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","
3) If it does not exceed 10% of total project direct cost value, Host Institution has the approval authority (as per Guideline). In this case, does it need to be approved by Steering Committee? Can the Working Committee approve such cases? Under what circumstances is the Steering CommitteeÃ?â??s approval required?
",220
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","Gd morning . 
 
As per conversation , NTU will like to transfer all the remaining funds of Year 1 and Year 2 to Year 3 for all 13 projects . 
 
All 13 projects are in the phase of deliverables and the remaining grants are expected to be utilized this year and next year .
",227
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","AIM

1. This submission seeks the IAF-ICP SOCÃ?â??s approval for variation request for the IAF-ICP project titled Ã?â??Singtel-NTU Cognitive & Artificial Intelligence Joint Lab (SCALE@NTU)Ã?â??, project number I1701E0013, comprising:

b) Change in all budget line-items:
i. Budget phasing variation across all 5 project years
ii. Virement into EOM amounting 22% of originally approved ICP
",232
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","As discussed during the Steering Committee meeting on 14th March this year, here are the details and justifications pertaining to the various projects that are requesting for project extension, changes to the project budget, project budget virement and variation.

IÃ?â??ve also included details pertaining to the FY19 budget request which includes the amount to carry-over from FY18.

Do let me know if any further clarification is required.

For your approval, please

Thank you.
",254
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","Reference is made to the following project:

Project Ref.: NRF2018NRF-NSFC003ES-012
Project Title: Development of Thermal-aerodynamic Models for Local Climate Zones
NUS PI: Professor Wong Nyuk Hien, Department of Building, SDE
Duration: 3 years (1 Apr 2019 Ã?â?? 31 Mar 2022)

We have received variation requests from the PI as follows:

Variation Request

1. Request to rename EOM01 from Ã?â??Research FellowÃ?â?? to Ã?â??2 Research AssistantsÃ?â??. 
2. Request to vire S$3,240 from EOM01 to EOM02. 
",258
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","With regards to the NRF project, Lighting for Facade Applications using Waveguide and Edge Lighting (NRF2015-IIP002-001), we are currently in the midst of seeking for approval from NRF for the request to vire SGD80,000 from the equipment vote to manpower vote.
 
The virement is to support the replacement Research Fellow and to continue the support of the existing staff (i.e. 1 Research Associate and 1 Project Officer). The project is due 31 Dec 2018 and no additional budget is require for this request.
 
The official request form is currently with our Research Support Office but we would like to check if it is possible to get an In-Principal Approval from NRF so that the PI can proceed to engage the new Research Fellow for the project.
 
Do let me know if you require more information or further clarifications on this.
",260
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","We would like to seek NRFÃ?â??s approval to vire the balance of the Equipment and Conference Travel votes, i.e. $14,626.55 into the EOM vote.
 
Project Title: Factory Design and Development for Low Volume High Mix Reconfigurable Manufacturing Systems
",261
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","Project SLE-RP6 would like to request for a virement from EOM to EQPT.

For NRFÃ?â??s approval, please.
",270
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.",Virement from EOM to OOE,278
205,"Requests for variations to the awarded grant. Virement between Votes. 21. Grantor delegates the approval authority for the virement of funds between votes to the Host Institution, subject to a cumulative amount not exceeding 10% of the original total project direct cost value. For virements cumulatively above 10%, the approval authority remains with the Grantor. 22. Any virement into the EOM and Research Scholarship votes would require Grantor’s approval, even if the cumulative amount is below 10% of the original total project direct cost value. 23. Inter-institutional virements, where applicable, require the Grantor’s approval and acknowledgement from the director of research (or equivalent) for all Institutions involved. 24. Virement of funds into the Overseas Travel vote is not allowed. Overspending will not be reimbursed. 25. Variation from Research Scholarship vote to other budget category is not allowed, regardless of variation amount.","Due to delayed recruitment for suitable candidates to fill the outstanding approved research manpower in project year 1, 
both project teams of project NRF2016NCR-NCR002-023 and NRF2016NCR-NCR002-028 would like to vire those un-utilise project year 1 equipment votes to project year 2. ",290
206,Requests for variations to the awarded grant. Change in Lead PI/Team PIs/Co-Is (Not applicable for Talent Award). 29. Request for a change in the Lead PI/Team PIs/Co-Is must be made to Grantor and be endorsed by the grant administrative office of the existing and new (if applicable) Host Institutions.  The new Lead PI/Team PIs/Co-Is must be an expert in that area and possess the necessary expertise to continue with the research work. .,"Dear IAF-ICP SOC Members,
 
With regard to the IAF-ICP Project titled Ã?â??Smart Manufacturing Joint LabÃ?â?? (I1701E0012), A*STAR has raised a variation request seeking the following changes:
1)     Co-I change in IMRE (replacement of existing Co-I)

",228
206,Requests for variations to the awarded grant. Change in Lead PI/Team PIs/Co-Is (Not applicable for Talent Award). 29. Request for a change in the Lead PI/Team PIs/Co-Is must be made to Grantor and be endorsed by the grant administrative office of the existing and new (if applicable) Host Institutions.  The new Lead PI/Team PIs/Co-Is must be an expert in that area and possess the necessary expertise to continue with the research work. .,"AIM

1. This submission seeks the IAF-ICP SOCÃ?â??s approval for variation request for the IAF-ICP project titled Ã?â??Singtel-NTU Cognitive & Artificial Intelligence Joint Lab (SCALE@NTU)Ã?â??, project number I1701E0013, comprising:

c) Change in sub-project Investigators: Addition of 19 new sub-project Investigators


",233
206,Requests for variations to the awarded grant. Change in Lead PI/Team PIs/Co-Is (Not applicable for Talent Award). 29. Request for a change in the Lead PI/Team PIs/Co-Is must be made to Grantor and be endorsed by the grant administrative office of the existing and new (if applicable) Host Institutions.  The new Lead PI/Team PIs/Co-Is must be an expert in that area and possess the necessary expertise to continue with the research work. .,"Dear IAF-ICP SOC Members, 
 
AIM
1. This submission seeks the IAF-ICP SOCÃ?â??s approval for the variation request for the project titled Ã?â??SERI-Santen Strategic Collaboration and Joint Ophthalmic Research LaboratoryÃ?â?? (project number I1701E0008)Ã?â??, comprising:
A. Changes in key members of Project Team: the addition of 2 new Co-Is from different host institutions
I. Dr Khor Chiea Chuen, Genome Institute Singapore (GIS) 
II. Prof Subbu S. Venkatraman, Nanyang Technological University (NTU)

",234
206,Requests for variations to the awarded grant. Change in Lead PI/Team PIs/Co-Is (Not applicable for Talent Award). 29. Request for a change in the Lead PI/Team PIs/Co-Is must be made to Grantor and be endorsed by the grant administrative office of the existing and new (if applicable) Host Institutions.  The new Lead PI/Team PIs/Co-Is must be an expert in that area and possess the necessary expertise to continue with the research work. .,"One of Delta Steering Committee Member, Dr Jean Liu is no longer with Delta.

We would like to seek your approval and acknowledgement to the following changes in the Delta SC Members, with immediate effect:

1. Dr Wei-Cheng Tian to replace Dr. Jean Liu 
2. Ms Joyce Kuo to replace Dr Wei-Cheng Tian (as by invitation SC member)

For your approval, please.
",236
206,Requests for variations to the awarded grant. Change in Lead PI/Team PIs/Co-Is (Not applicable for Talent Award). 29. Request for a change in the Lead PI/Team PIs/Co-Is must be made to Grantor and be endorsed by the grant administrative office of the existing and new (if applicable) Host Institutions.  The new Lead PI/Team PIs/Co-Is must be an expert in that area and possess the necessary expertise to continue with the research work. .,"
Recently there is a change of committee members due to the internal change in SMRT. 
I have attached the revised organization chart of SMRT-NTU Corp Lab . 
Mr Liong Yuen Ming replacing Dr Tan Chee Keong as Programme Secretariat and Mr Kevin Kho has joined the committee as a Programme Coordinator.
 
Is there any procedure which I have to do for this change ?
",237
